Indicator,Year,Full Name,FIPS,Population,All Prev Cases,All Prev Rates,F Prev Cases,F Prev Rates,M Prev Cases,M Prev Rates,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
HIV prevalence,2008,Richland County SC,45079.0,303915,2656,873.9,724,455.2,1932,1333.6,128,169.6,457,798.4,919,1843.2,816,1672,336,463.3,0,0,5,74.7,2109,1566.5,65,602.9,65,2153.7,0,0,410,278.1,926,369,1174,163,24
HIV prevalence,2017,Richland County MT,30083.0,8995,5,55.6,,,,,0,0,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,0,,,0
HIV prevalence,2016,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Richland County MT,30083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Richland County WI,55103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Richland County IL,17159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Richland County IL,17159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Richland County IL,17159.0,13360,7,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Richland County IL,17159.0,13419,5,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Richland County IL,17159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Richland County IL,17159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Richland County IL,17159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Richland County IL,17159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Richland County IL,17159.0,13044,5,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Richland County IL,17159.0,13032,5,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Richland County OH,39139.0,101883,148,145.3,29,57.5,119,231.1,,,24,161.1,34,240.9,40,264.1,,,,,0,0,66,695,6,355,5,347.1,,,70,79.4,40,17,82,9,0
HIV prevalence,2016,Richland County OH,39139.0,102556,146,142.4,28,55.5,118,226.5,,,29,195.6,32,223.9,40,256.2,,,,,0,0,61,624.2,9,547.9,,,,,72,81.1,41,18,80,7,0
HIV prevalence,2015,Richland County OH,39139.0,102882,138,134.1,24,47.4,114,218.2,6,33.2,21,143,34,236,43,267,34,85.8,,,0,0,62,632.9,12,758,6,449.5,,,57,63.9,34,15,78,11,0
HIV prevalence,2014,Richland County OH,39139.0,103100,139,134.8,23,45.2,116,222.2,,,24,165.7,40,275.5,42,253.5,,,,,0,0,65,670.6,10,656,6,459.9,,,57,63.6,34,16,76,,
HIV prevalence,2013,Richland County OH,39139.0,103258,138,133.6,22,43.1,116,222,,,22,152.5,44,298.6,43,251.7,,,,,0,0,64,661.1,8,538.6,7,544,,,58,64.6,31,18,74,,
HIV prevalence,2012,Richland County OH,39139.0,103420,130,125.7,19,37.1,111,212.3,,,21,145,43,289.2,42,238.6,,,,,0,0,63,653.5,5,358.2,7,563.9,,,54,59.9,31,18,70,,
HIV prevalence,2011,Richland County OH,39139.0,103884,122,117.4,21,40.9,101,192.3,,,18,122.9,41,270.5,44,243.1,,,,,0,0,57,587.6,7,517.8,,,,,53,58.4,25,17,67,,
HIV prevalence,2010,Richland County OH,39139.0,104503,111,106.2,21,40.6,90,170.7,,,19,128.9,35,225.2,40,214.9,,,,,0,0,49,495.2,5,389,5,427.1,,,51,55.9,23,12,63,,
HIV prevalence,2009,Richland County OH,39139.0,104671,109,104.1,29,56.2,80,150.8,,,21,140.4,28,176,46,243.3,,,,,0,0,43,428.3,5,452.9,,,,,56,61.3,26,13,60,,
HIV prevalence,2008,Richland County OH,39139.0,104945,107,102,29,56,78,146.8,,,19,125.7,27,164.6,48,249.2,,,,,0,0,41,408,5,460.8,,,,,56,61,26,13,57,,
HIV prevalence,2017,Richland County ND,38077.0,13677,6,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Richland County ND,38077.0,13708,5,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Richland County ND,38077.0,13765,5,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Richland County ND,38077.0,13831,6,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Richland County ND,38077.0,13807,5,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Richland County ND,38077.0,13770,6,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Richland County ND,38077.0,13754,7,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Richland County ND,38077.0,13733,7,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Richland County ND,38077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Richland County ND,38077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Richland Parish LA,22083.0,17011,39,229.3,14,158.1,25,306.5,,,8,300.5,14,560.7,6,249.3,,,,,,,32,549.9,,,,,,,,,22,0,16,0,0
HIV prevalence,2016,Richland Parish LA,22083.0,16977,47,276.8,16,180.3,31,382.5,,,11,415.7,15,601.4,7,283.6,,,,,,,36,616,,,,,,,7,66.2,27,,19,,0
HIV prevalence,2015,Richland Parish LA,22083.0,17000,45,264.7,15,168.9,30,369.6,,,7,265.9,16,645.2,9,358.7,,,,,,,36,617.1,,,,,,,7,65.8,24,,18,,0
HIV prevalence,2014,Richland Parish LA,22083.0,17083,43,251.7,16,178.6,27,332.4,0,0,10,376.6,16,643.6,7,263.6,10,167,,,,,35,597.8,,,,,,,,,24,,14,,0
HIV prevalence,2013,Richland Parish LA,22083.0,17123,37,216.1,14,155.8,23,282.7,,,9,336.2,12,488.8,6,220.8,,,,,,,26,441.1,,,,,,,6,55.9,20,,11,,
HIV prevalence,2012,Richland Parish LA,22083.0,17086,35,204.8,14,156.2,21,258.5,,,8,300.5,10,407.8,8,280.9,,,,,,,25,430.7,,,,,,,7,64.9,17,,11,,0
HIV prevalence,2011,Richland Parish LA,22083.0,17044,34,199.5,14,157.1,20,246,,,9,336.2,6,246.6,10,338.5,,,,,,,24,413.9,,,,,,,6,55.7,16,,12,,0
HIV prevalence,2010,Richland Parish LA,22083.0,16965,34,200.4,12,134.9,22,272.6,,,8,301.8,5,204.7,12,396.7,,,,,,,24,411.6,,,,,,,6,56.1,14,,14,,0
HIV prevalence,2009,Richland Parish LA,22083.0,16596,36,216.9,12,135.3,24,310.6,,,9,320.6,9,391.8,11,376.3,,,,,,,34,584.1,,,,,,,,,17,,13,,0
HIV prevalence,2008,Richland Parish LA,22083.0,16701,36,215.6,12,134.3,24,309.1,,,10,351.7,9,378.8,9,301.8,,,,,,,34,577.2,,,,,,,,,17,,13,,0
HIV prevalence,2017,Richmond City VA,51760.0,196175,978,498.5,217,208.6,761,825.9,30,80.5,138,277.3,134,503.8,283,1111.5,393,688.3,0,0,,,672,738.3,62,558.7,21,665,,,217,253.7,240,135,560,36,7
HIV prevalence,2016,Richmond City VA,51760.0,194474,1028,528.6,225,218.1,803,879.5,32,82.9,163,336.6,153,594.5,311,1192.3,369,663.5,0,0,,,696,762.8,70,648.4,25,805.7,,,232,276.1,253,137,593,36,9
HIV prevalence,2015,Richmond City VA,51760.0,190327,1384,727.2,333,329.6,1051,1177,67,174.2,254,545.7,195,768.4,426,1626.9,442,822.2,,,5,110,964,1063.4,76,734.8,52,1791.3,,,285,350.6,366,174,779,52,14
HIV prevalence,2014,Richmond City VA,51760.0,186833,1981,1060.3,506,511.1,1475,1679.5,117,299.6,313,699.5,325,1309,629,2382.1,597,1152.6,0,0,6,136,1425,1588.5,86,851.1,89,3207.2,0,0,373,470.9,559,262,1054,82,24
HIV prevalence,2013,Richmond City VA,51760.0,183743,1874,1019.9,478,490.9,1396,1616.2,113,284.7,258,602.6,333,1352.1,629,2378,541,1078.5,,,5,113.5,1346,1521.5,83,841.1,99,3664,,,339,436.2,535,268,958,89,24
HIV prevalence,2012,Richmond City VA,51760.0,180963,1868,1032.3,485,506.4,1383,1623.4,116,282.4,250,615.2,367,1502.4,652,2469.3,483,997.7,,,,,1334,1529.2,88,892.5,97,3610.1,0,0,342,448.7,535,278,941,91,23
HIV prevalence,2011,Richmond City VA,51760.0,177238,1792,1011.1,485,518.7,1307,1561,99,231.4,224,590.5,389,1628.6,641,2460.8,439,942.4,0,0,,,1270,1483.6,84,851.4,86,3327.3,,,348,468.6,541,280,869,81,22
HIV prevalence,2010,Richmond City VA,51760.0,175685,1784,1015.5,483,520.9,1301,1568.2,81,178.5,214,599.3,410,1737,674,2607.9,405,897.2,0,0,,,1256,1485,81,812.5,82,3104.1,,,361,491.5,537,285,861,84,18
HIV prevalence,2009,Richmond City VA,51760.0,172811,1847,1068.8,482,513.9,1365,1727.6,87,241.2,212,546.9,491,2034.3,658,2717.1,399,804.1,,,,,1312,1523.8,60,768.9,97,5619.9,0,0,372,506.7,508,288,920,115,17
HIV prevalence,2008,Richmond City VA,51760.0,171570,1811,1055.5,477,512.6,1334,1699.2,81,223.9,206,543.4,542,2188.9,634,2595.7,348,720.6,,,,,1284,1487.7,56,759.5,94,5510,0,0,372,513.1,494,301,883,116,17
HIV prevalence,2017,Richmond County VA,51159.0,7828,27,344.9,,,,,,,,,5,434,9,714.9,8,257.8,,,,,23,973.1,,,0,0,,,,,8,5,14,0,0
HIV prevalence,2016,Richmond County VA,51159.0,7708,28,363.3,,,,,0,0,,,,,9,710.3,11,361.2,,,,,21,908.7,,,,,,,,,6,,14,,0
HIV prevalence,2015,Richmond County VA,51159.0,7746,31,400.2,6,177.3,25,573.2,,,,,6,526.3,14,1044.8,8,268.1,,,,,22,938.6,,,,,,,,,10,,16,,0
HIV prevalence,2014,Richmond County VA,51159.0,7820,35,447.6,5,146.8,30,679.7,,,,,8,695.7,15,1065.3,8,270.8,,,,,28,1185.4,,,,,,,,,10,,16,,0
HIV prevalence,2013,Richmond County VA,51159.0,7878,39,495,,,,,,,,,13,1093.4,13,904.7,8,272.9,,,,,27,1113,,,,,,,7,143.5,11,,20,,0
HIV prevalence,2012,Richmond County VA,51159.0,8004,36,449.8,,,,,,,,,9,727,14,925.3,9,309.2,,,,,26,1057.4,,,,,,,,,8,,14,,0
HIV prevalence,2011,Richmond County VA,51159.0,8127,52,639.9,5,145.4,47,1002.5,,,7,563.2,13,1006.2,21,1347,,,,,,,38,1511.3,,,,,,,5,99.1,13,11,23,5,0
HIV prevalence,2010,Richmond County VA,51159.0,8161,56,686.2,6,173.2,50,1064.4,0,0,8,638.5,16,1208.5,24,1526.7,8,280.9,,,,,42,1663.6,,,,,,,6,117.4,14,15,20,7,0
HIV prevalence,2009,Richmond County VA,51159.0,7868,36,457.5,8,245.5,28,607.4,,,,,10,699.8,19,1448.2,5,186.8,,,,,27,1035.7,,,,,,,5,101.1,13,9,8,,
HIV prevalence,2008,Richmond County VA,51159.0,7994,36,450.3,8,240.5,28,600,,,,,11,750.3,18,1364.7,5,184.6,,,,,26,979.3,,,,,,,6,119.1,13,10,7,,
HIV prevalence,2017,Richmond County GA,13245.0,167447,1359,811.6,490,562.9,869,1080.9,102,287,254,762.8,206,893.1,357,1560.9,440,835.4,0,0,,,1095,1195.5,42,556.2,41,1407.8,,,179,291.6,510,163,565,65,55
HIV prevalence,2016,Richmond County GA,13245.0,167375,1387,828.7,505,581.3,882,1095.5,98,272.1,247,741.7,211,923.4,399,1696.2,432,835.8,0,0,,,1120,1231.7,38,505.2,48,1650.4,,,180,290.3,534,168,567,64,54
HIV prevalence,2015,Richmond County GA,13245.0,166634,1326,795.8,485,560.1,841,1050.6,88,243.2,221,675.6,224,976.5,408,1702.8,385,757.4,0,0,,,1069,1187.6,35,484.4,45,1592.8,,,176,281,516,167,540,65,39
HIV prevalence,2014,Richmond County GA,13245.0,166267,1219,733.2,450,521,769,962.6,70,189.5,195,605.1,230,1010.2,383,1557.8,341,685.5,0,0,,,983,1102.4,35,494.4,43,1570.1,,,157,247.8,480,178,484,59,18
HIV prevalence,2013,Richmond County GA,13245.0,165845,1191,718.1,436,506.1,755,947.4,75,203.6,188,587.6,227,996.5,391,1540.9,310,634.5,0,0,0,0,956,1083.5,34,492.4,44,1652.7,0,0,157,244.9,473,170,474,61,12
HIV prevalence,2012,Richmond County GA,13245.0,165988,1203,724.8,437,507.4,766,959.1,60,160.5,195,612.4,255,1112.4,423,1624.9,270,564.7,0,0,,,942,1077,40,590.1,53,2087,,,167,255.7,460,185,482,67,8
HIV prevalence,2011,Richmond County GA,13245.0,164490,1053,640.2,390,454.4,663,842.9,53,141.3,161,522.4,258,1123.5,352,1319.3,229,492.3,0,0,0,0,854,990,29,443.7,40,1619,0,0,130,198.8,415,168,399,58,13
HIV prevalence,2010,Richmond County GA,13245.0,165018,1018,616.9,380,441.4,638,808.3,57,148.4,155,508,261,1121.5,338,1234.7,207,455.5,0,0,0,0,830,968.6,24,382.1,39,1587,0,0,125,187.3,398,171,381,52,16
HIV prevalence,2009,Richmond County GA,13245.0,161747,969,599.1,363,417.9,606,809.3,62,162.7,153,523.3,261,1169.6,314,1187.4,179,392.1,0,0,0,0,781,945,23,551.4,33,1494.6,0,0,132,190.1,370,156,376,51,16
HIV prevalence,2008,Richmond County GA,13245.0,161678,935,578.3,347,401.8,588,780.6,65,170,147,505.7,271,1172.7,291,1078.3,161,363.7,0,0,0,0,750,913.7,23,563.3,33,1555.1,0,0,129,184.1,351,157,359,50,17
HIV prevalence,2017,Richmond County NC,37153.0,37570,134,356.7,53,273.3,81,445.7,6,86,21,389.8,32,604,40,675.8,35,250.2,,,,,88,761.2,12,587.2,6,1199.8,,,25,112.4,57,12,58,,
HIV prevalence,2016,Richmond County NC,37153.0,37696,124,329,46,236.4,78,427.8,8,112.7,22,415.6,25,457.5,38,637.3,31,223.4,,,,,82,705.4,12,609.6,7,1440.5,,,21,93.7,51,11,57,,
HIV prevalence,2015,Richmond County NC,37153.0,37962,116,305.6,47,240.1,69,375.3,6,82.3,19,360.7,29,516.5,32,528.1,30,218.6,,,,,79,678.6,10,522.7,5,1047.2,,,20,88,52,11,48,,
HIV prevalence,2014,Richmond County NC,37153.0,38179,119,311.7,47,238.5,72,389.7,9,119.7,20,385.8,25,435.2,35,566.5,30,221.3,,,,,80,684,11,581.5,,,,,22,96.1,51,12,50,,
HIV prevalence,2013,Richmond County NC,37153.0,38383,117,304.8,42,212.3,75,403.2,8,105.4,18,344.8,24,411,37,584.1,30,224,,,0,0,77,661.8,12,636.7,,,,,23,99.5,48,14,49,,
HIV prevalence,2012,Richmond County NC,37153.0,38462,114,296.4,42,211.9,72,386.3,7,92.2,16,297.8,26,445.4,39,603.1,26,197,,,0,0,71,611.1,11,575.1,5,1129.7,,,26,111.9,48,13,48,,
HIV prevalence,2011,Richmond County NC,37153.0,38647,113,292.4,42,212.1,71,376.8,5,65.4,24,442.4,21,352.2,37,563.3,26,199.4,,,0,0,72,619,10,531.2,,,,,26,111,52,13,44,,
HIV prevalence,2010,Richmond County NC,37153.0,38542,113,293.2,43,217.7,70,372.6,6,79.6,19,348.6,23,375.3,46,697.1,19,148.1,,,0,0,72,624.5,10,538.4,,,,,27,114.9,50,16,44,,
HIV prevalence,2009,Richmond County NC,37153.0,37818,114,301.4,43,223,71,383.1,6,75.3,18,336.4,30,515.7,45,703.8,15,122,,,,,76,672.4,9,656,,,,,25,105.1,48,17,42,,
HIV prevalence,2008,Richmond County NC,37153.0,37893,108,285,42,217.4,66,355.4,,,18,331.1,32,536.2,40,628.1,,,,,,,70,616,9,689.7,,,,,25,104.7,46,17,39,,
HIV prevalence,2017,Richmond County NY,36085.0,401826,2121,527.8,702,335.4,1419,737,58,82.1,239,371.6,319,537.1,621,925.6,884,629.7,,,21,56.2,719,1936.7,700,1022.1,153,3272.4,,,519,204.8,634,511,791,118,67
HIV prevalence,2016,Richmond County NY,36085.0,400416,2048,511.5,678,324.9,1370,714.4,60,84.3,228,357.8,309,519.6,644,946.3,807,584.7,,,20,57.6,688,1847.1,668,989.1,149,3284.5,,,514,201.1,613,508,747,116,65
HIV prevalence,2015,Richmond County NY,36085.0,398849,2039,511.2,694,333.7,1345,704.5,61,84.3,219,352.2,323,533.6,682,995.5,754,557.4,,,17,51.4,685,1850.3,674,1013.6,161,3665.7,,,493,191.7,612,538,709,118,63
HIV prevalence,2014,Richmond County NY,36085.0,397896,1985,498.9,667,321.3,1318,692.6,62,83.9,223,363.4,318,517.2,698,1011.6,684,517.6,,,16,49.7,636,1722.4,672,1028.7,152,3546.9,,,500,193.5,591,521,695,114,65
HIV prevalence,2013,Richmond County NY,36085.0,396843,1609,405.4,535,258.4,1074,565.9,67,89.3,180,297.2,268,429.7,594,850.9,500,387.4,,,11,35.1,523,1426.6,517,802.4,116,2777.5,,,432,166.5,472,415,580,84,59
HIV prevalence,2012,Richmond County NY,36085.0,394996,1720,435.4,597,289.6,1123,594.6,67,88.5,177,295.8,318,504.4,676,956.8,482,383.3,,,11,35.5,556,1531.8,563,890,134,3336.8,,,446,171.7,511,477,572,101,59
HIV prevalence,2011,Richmond County NY,36085.0,394519,1788,453.2,622,302.6,1166,617.1,71,92.9,195,324.1,360,560.2,709,990.7,453,370.9,,,11,36,560,1530.6,600,957.1,153,3915.3,,,454,174.6,521,517,587,103,61
HIV prevalence,2010,Richmond County NY,36085.0,392973,1779,452.7,621,303.7,1158,614.3,80,104.1,171,284.9,393,600.3,740,1030.5,395,332.5,,,9,29.9,570,1578.9,594,956.1,149,3905.5,,,447,171.8,524,545,545,101,63
HIV prevalence,2009,Richmond County NY,36085.0,412883,1702,412.2,607,284.8,1095,548.2,70,89.2,168,256.3,389,550.4,698,908.7,377,310.7,,,8,26,523,1413.1,531,886.9,161,4432.8,,,469,167,527,508,521,95,52
HIV prevalence,2008,Richmond County NY,36085.0,408555,1688,413.2,603,285.6,1085,549.5,69,88.7,158,243.3,417,578.3,711,938.1,333,282.4,,,7,23.2,514,1429.7,527,914.7,164,4679,,,466,166.1,516,525,500,95,52
HIV prevalence,2017,Riley County KS,20161.0,64549,37,57.3,11,36.3,26,75.9,5,18.6,10,76.1,6,83.5,6,119.9,10,80.7,,,,,11,273.4,,,0,0,0,0,20,39.8,10,0,24,,
HIV prevalence,2016,Riley County KS,20161.0,65589,19,29,7,23.1,12,34.1,,,,,,,5,99.9,5,41.2,,,0,0,6,143.1,,,0,0,0,0,10,19.6,6,,11,,
HIV prevalence,2015,Riley County KS,20161.0,67043,16,23.9,6,19.4,10,27.6,,,,,,,,,,,,,0,0,5,115.5,,,,,0,0,7,13.4,5,0,10,,
HIV prevalence,2014,Riley County KS,20161.0,66432,14,21.1,5,16.4,9,25,,,,,,,,,,,,,0,0,,,,,,,0,0,7,13.4,,0,9,0,
HIV prevalence,2013,Riley County KS,20161.0,66513,16,24.1,,,,,,,,,,,,,,,0,0,0,0,5,121.7,,,,,0,0,8,15.2,,0,13,,0
HIV prevalence,2012,Riley County KS,20161.0,66362,21,31.6,6,19.7,15,41.9,,,5,33.9,5,78.8,6,111.5,,,0,0,0,0,9,215.2,,,,,0,0,8,15.1,6,0,15,0,0
HIV prevalence,2011,Riley County KS,20161.0,62580,19,30.4,,,,,,,6,44.6,,,6,109.1,,,0,0,0,0,5,138.5,0,0,,,,,13,25.7,,0,16,,0
HIV prevalence,2010,Riley County KS,20161.0,61128,19,31.1,,,,,,,,,,,8,143,,,0,0,0,0,7,197,0,0,,,,,10,20.1,,0,15,,0
HIV prevalence,2009,Riley County KS,20161.0,60886,30,49.3,6,20.7,24,75.2,,,8,92.2,8,132.7,10,171.8,,,0,0,0,0,15,377.5,0,0,,,,,13,25.5,7,,19,,0
HIV prevalence,2008,Riley County KS,20161.0,60721,28,46.1,5,17.3,23,72.1,,,7,83.8,9,147.8,9,151.9,,,0,0,0,0,13,328.9,0,0,,,,,13,25.6,6,,18,,0
HIV prevalence,2017,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Ringgold County IA,19159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Rio Arriba County NM,35039.0,32522,55,169.1,8,48.1,47,295.8,,,,,6,139.7,22,448.9,22,169,,,0,0,,,35,153.4,,,,,13,279.5,7,5,36,7,0
HIV prevalence,2016,Rio Arriba County NM,35039.0,32511,55,169.2,8,48.2,47,295.2,,,,,6,136.5,24,484.4,21,163.7,,,0,0,,,36,157.5,,,,,14,303,6,,38,,0
HIV prevalence,2015,Rio Arriba County NM,35039.0,32599,56,171.8,7,42.2,49,305.8,,,,,6,133.3,27,534.8,17,134.9,,,0,0,,,37,160.9,,,,,14,300.3,5,,43,,0
HIV prevalence,2014,Rio Arriba County NM,35039.0,32819,60,182.8,8,47.9,52,322.6,,,,,8,174.8,27,518,20,162.6,,,0,0,,,37,159.5,,,,,16,337.4,6,5,44,5,0
HIV prevalence,2013,Rio Arriba County NM,35039.0,33055,58,175.5,8,47.6,50,307.5,,,,,11,236.2,24,438.6,18,149.1,,,0,0,,,36,154.2,,,,,15,313.7,6,5,42,5,0
HIV prevalence,2012,Rio Arriba County NM,35039.0,33122,52,157,7,41.6,45,275.9,,,5,105.8,8,169.3,24,422.3,,,,,0,0,,,31,132.6,,,,,13,268.6,7,,34,,0
HIV prevalence,2011,Rio Arriba County NM,35039.0,33153,54,162.9,9,53.5,45,275.7,,,,,13,268.2,22,374.1,14,122.3,,,0,0,,,33,141.2,0,0,,,16,327.5,8,,37,,0
HIV prevalence,2010,Rio Arriba County NM,35039.0,33148,40,120.7,7,41.7,33,201.6,,,5,107.3,10,202,15,249.7,,,,,0,0,,,22,94,,,,,14,286.1,6,,28,,0
HIV prevalence,2009,Rio Arriba County NM,35039.0,32647,49,150.1,6,36.1,43,268.1,0,0,5,111.4,17,343.4,18,302,9,86,,,,,,,30,128.9,0,0,,,12,246.6,6,5,32,6,0
HIV prevalence,2008,Rio Arriba County NM,35039.0,32754,48,146.5,6,36.1,42,260.5,0,0,5,111.3,18,353.6,16,264.2,9,87.8,,,,,,,29,124,0,0,,,12,243.1,6,5,31,6,0
HIV prevalence,2017,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Rio Blanco County CO,8103.0,5320,6,112.8,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
HIV prevalence,2014,Rio Blanco County CO,8103.0,5419,5,92.3,0,0,5,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
HIV prevalence,2013,Rio Blanco County CO,8103.0,5529,6,108.5,0,0,6,212.8,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0
HIV prevalence,2012,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Rio Blanco County CO,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Rio Grande County CO,8105.0,9462,11,116.2,,,,,0,0,0,0,,,,,5,128.8,0,0,,,,,5,123.9,,,,,6,116.8,,,7,0,0
