Year,Full Name,FIPS,All Diag Cases,All Diag Rates,Population,Indicator
2014,Randolph County MO,29175.0,0,0,21136,HIV diagnoses
2013,Randolph County MO,29175.0,,,,HIV diagnoses
2012,Randolph County MO,29175.0,0,0,21226,HIV diagnoses
2011,Randolph County MO,29175.0,0,0,21121,HIV diagnoses
2010,Randolph County MO,29175.0,0,0,21194,HIV diagnoses
2009,Randolph County MO,29175.0,,,,HIV diagnoses
2008,Randolph County MO,29175.0,,,,HIV diagnoses
2018,Randolph County IN,18135.0,0,0,20907,HIV diagnoses
2017,Randolph County IN,18135.0,0,0,20974,HIV diagnoses
2016,Randolph County IN,18135.0,,,,HIV diagnoses
2015,Randolph County IN,18135.0,,,,HIV diagnoses
2014,Randolph County IN,18135.0,,,,HIV diagnoses
2013,Randolph County IN,18135.0,,,,HIV diagnoses
2012,Randolph County IN,18135.0,0,0,21550,HIV diagnoses
2011,Randolph County IN,18135.0,0,0,21680,HIV diagnoses
2010,Randolph County IN,18135.0,,,,HIV diagnoses
2009,Randolph County IN,18135.0,,,,HIV diagnoses
2008,Randolph County IN,18135.0,0,0,21477,HIV diagnoses
2018,Randolph County IL,17157.0,,,,HIV diagnoses
2017,Randolph County IL,17157.0,0,0,27783,HIV diagnoses
2016,Randolph County IL,17157.0,,,,HIV diagnoses
2015,Randolph County IL,17157.0,0,0,28348,HIV diagnoses
2014,Randolph County IL,17157.0,,,,HIV diagnoses
2013,Randolph County IL,17157.0,,,,HIV diagnoses
2012,Randolph County IL,17157.0,0,0,28552,HIV diagnoses
2011,Randolph County IL,17157.0,,,,HIV diagnoses
2010,Randolph County IL,17157.0,,,,HIV diagnoses
2009,Randolph County IL,17157.0,0,0,27857,HIV diagnoses
2008,Randolph County IL,17157.0,0,0,27900,HIV diagnoses
2018,Randolph County NC,37151.0,,,,HIV diagnoses
2017,Randolph County NC,37151.0,7,5.8,120446,HIV diagnoses
2016,Randolph County NC,37151.0,10,8.3,120124,HIV diagnoses
2015,Randolph County NC,37151.0,,,,HIV diagnoses
2014,Randolph County NC,37151.0,6,5,119054,HIV diagnoses
2013,Randolph County NC,37151.0,6,5.1,118477,HIV diagnoses
2012,Randolph County NC,37151.0,5,4.2,118012,HIV diagnoses
2011,Randolph County NC,37151.0,8,6.8,117350,HIV diagnoses
2010,Randolph County NC,37151.0,7,6,117197,HIV diagnoses
2009,Randolph County NC,37151.0,11,9.4,117016,HIV diagnoses
2008,Randolph County NC,37151.0,9,7.8,116075,HIV diagnoses
2018,Randolph County WV,54083.0,,,,HIV diagnoses
2017,Randolph County WV,54083.0,0,0,24999,HIV diagnoses
2016,Randolph County WV,54083.0,0,0,25130,HIV diagnoses
2015,Randolph County WV,54083.0,0,0,25244,HIV diagnoses
2014,Randolph County WV,54083.0,0,0,25374,HIV diagnoses
2013,Randolph County WV,54083.0,0,0,25471,HIV diagnoses
2012,Randolph County WV,54083.0,0,0,25344,HIV diagnoses
2011,Randolph County WV,54083.0,,,,HIV diagnoses
2010,Randolph County WV,54083.0,0,0,25360,HIV diagnoses
2009,Randolph County WV,54083.0,0,0,24319,HIV diagnoses
2008,Randolph County WV,54083.0,,,,HIV diagnoses
2018,Randolph County GA,13243.0,0,0,5807,HIV diagnoses
2017,Randolph County GA,13243.0,,,,HIV diagnoses
2016,Randolph County GA,13243.0,,,,HIV diagnoses
2015,Randolph County GA,13243.0,0,0,6066,HIV diagnoses
2014,Randolph County GA,13243.0,,,,HIV diagnoses
2013,Randolph County GA,13243.0,0,0,6094,HIV diagnoses
2012,Randolph County GA,13243.0,0,0,6134,HIV diagnoses
2011,Randolph County GA,13243.0,,,,HIV diagnoses
2010,Randolph County GA,13243.0,,,,HIV diagnoses
2009,Randolph County GA,13243.0,,,,HIV diagnoses
2008,Randolph County GA,13243.0,,,,HIV diagnoses
2018,Randolph County AR,5121.0,,,,HIV diagnoses
2017,Randolph County AR,5121.0,0,0,14733,HIV diagnoses
2016,Randolph County AR,5121.0,,,,HIV diagnoses
2015,Randolph County AR,5121.0,0,0,14656,HIV diagnoses
2014,Randolph County AR,5121.0,0,0,14738,HIV diagnoses
2013,Randolph County AR,5121.0,,,,HIV diagnoses
2012,Randolph County AR,5121.0,0,0,14942,HIV diagnoses
2011,Randolph County AR,5121.0,0,0,15041,HIV diagnoses
2010,Randolph County AR,5121.0,0,0,15036,HIV diagnoses
2009,Randolph County AR,5121.0,,,,HIV diagnoses
2008,Randolph County AR,5121.0,0,0,15131,HIV diagnoses
2018,Randolph County AL,1111.0,0,0,19270,HIV diagnoses
2017,Randolph County AL,1111.0,,,,HIV diagnoses
2016,Randolph County AL,1111.0,,,,HIV diagnoses
2015,Randolph County AL,1111.0,,,,HIV diagnoses
2014,Randolph County AL,1111.0,0,0,18960,HIV diagnoses
2013,Randolph County AL,1111.0,,,,HIV diagnoses
2012,Randolph County AL,1111.0,0,0,18992,HIV diagnoses
2011,Randolph County AL,1111.0,,,,HIV diagnoses
2010,Randolph County AL,1111.0,,,,HIV diagnoses
2009,Randolph County AL,1111.0,0,0,18950,HIV diagnoses
2008,Randolph County AL,1111.0,0,0,18953,HIV diagnoses
2018,Rankin County MS,28121.0,24,18.6,128734,HIV diagnoses
2017,Rankin County MS,28121.0,21,16.5,127534,HIV diagnoses
2016,Rankin County MS,28121.0,22,17.5,125895,HIV diagnoses
2015,Rankin County MS,28121.0,17,13.7,123830,HIV diagnoses
2014,Rankin County MS,28121.0,21,17.1,122762,HIV diagnoses
2013,Rankin County MS,28121.0,28,23,121572,HIV diagnoses
2012,Rankin County MS,28121.0,23,19.2,119707,HIV diagnoses
2011,Rankin County MS,28121.0,37,31.3,118228,HIV diagnoses
2010,Rankin County MS,28121.0,28,24,116678,HIV diagnoses
2009,Rankin County MS,28121.0,24,20.6,116595,HIV diagnoses
2008,Rankin County MS,28121.0,37,32.2,114817,HIV diagnoses
2018,Ransom County ND,38073.0,0,0,4390,HIV diagnoses
2017,Ransom County ND,38073.0,0,0,4448,HIV diagnoses
2016,Ransom County ND,38073.0,0,0,4510,HIV diagnoses
2015,Ransom County ND,38073.0,0,0,4597,HIV diagnoses
2014,Ransom County ND,38073.0,0,0,4580,HIV diagnoses
2013,Ransom County ND,38073.0,0,0,4624,HIV diagnoses
2012,Ransom County ND,38073.0,,,,HIV diagnoses
2011,Ransom County ND,38073.0,0,0,4566,HIV diagnoses
2010,Ransom County ND,38073.0,0,0,4576,HIV diagnoses
2009,Ransom County ND,38073.0,0,0,4611,HIV diagnoses
2008,Ransom County ND,38073.0,0,0,4755,HIV diagnoses
2018,Rapides Parish LA,22079.0,47,43.8,107316,HIV diagnoses
2017,Rapides Parish LA,22079.0,22,20.4,107868,HIV diagnoses
2016,Rapides Parish LA,22079.0,43,39.7,108270,HIV diagnoses
2015,Rapides Parish LA,22079.0,29,26.8,108211,HIV diagnoses
2014,Rapides Parish LA,22079.0,27,24.9,108425,HIV diagnoses
2013,Rapides Parish LA,22079.0,33,30.5,108268,HIV diagnoses
2012,Rapides Parish LA,22079.0,23,21.3,107890,HIV diagnoses
2011,Rapides Parish LA,22079.0,27,25.1,107766,HIV diagnoses
2010,Rapides Parish LA,22079.0,33,30.7,107345,HIV diagnoses
2009,Rapides Parish LA,22079.0,34,31.3,108666,HIV diagnoses
2008,Rapides Parish LA,22079.0,19,17.5,108414,HIV diagnoses
2018,Rappahannock County VA,51157.0,0,0,6449,HIV diagnoses
2017,Rappahannock County VA,51157.0,0,0,6504,HIV diagnoses
2016,Rappahannock County VA,51157.0,0,0,6467,HIV diagnoses
2015,Rappahannock County VA,51157.0,0,0,6483,HIV diagnoses
2014,Rappahannock County VA,51157.0,0,0,6441,HIV diagnoses
2013,Rappahannock County VA,51157.0,0,0,6451,HIV diagnoses
2012,Rappahannock County VA,51157.0,0,0,6429,HIV diagnoses
2011,Rappahannock County VA,51157.0,0,0,6461,HIV diagnoses
2010,Rappahannock County VA,51157.0,0,0,6479,HIV diagnoses
2009,Rappahannock County VA,51157.0,,,,HIV diagnoses
2008,Rappahannock County VA,51157.0,0,0,6166,HIV diagnoses
2018,Ravalli County MT,30081.0,0,0,37482,HIV diagnoses
2017,Ravalli County MT,30081.0,0,0,36895,HIV diagnoses
2016,Ravalli County MT,30081.0,0,0,36259,HIV diagnoses
2015,Ravalli County MT,30081.0,0,0,35580,HIV diagnoses
2014,Ravalli County MT,30081.0,0,0,35097,HIV diagnoses
2013,Ravalli County MT,30081.0,0,0,34887,HIV diagnoses
2012,Ravalli County MT,30081.0,,,,HIV diagnoses
2011,Ravalli County MT,30081.0,,,,HIV diagnoses
2010,Ravalli County MT,30081.0,0,0,34188,HIV diagnoses
2009,Ravalli County MT,30081.0,,,,HIV diagnoses
2008,Ravalli County MT,30081.0,0,0,34387,HIV diagnoses
2018,Rawlins County KS,20153.0,0,0,2107,HIV diagnoses
2017,Rawlins County KS,20153.0,0,0,2109,HIV diagnoses
2016,Rawlins County KS,20153.0,0,0,2116,HIV diagnoses
2015,Rawlins County KS,20153.0,0,0,2136,HIV diagnoses
2014,Rawlins County KS,20153.0,0,0,2171,HIV diagnoses
2013,Rawlins County KS,20153.0,0,0,2190,HIV diagnoses
2012,Rawlins County KS,20153.0,0,0,2182,HIV diagnoses
2011,Rawlins County KS,20153.0,0,0,2191,HIV diagnoses
2010,Rawlins County KS,20153.0,0,0,2176,HIV diagnoses
2009,Rawlins County KS,20153.0,0,0,2142,HIV diagnoses
2008,Rawlins County KS,20153.0,0,0,2170,HIV diagnoses
2018,Ray County MO,29177.0,0,0,19305,HIV diagnoses
2017,Ray County MO,29177.0,0,0,19232,HIV diagnoses
2016,Ray County MO,29177.0,0,0,19093,HIV diagnoses
2015,Ray County MO,29177.0,0,0,19150,HIV diagnoses
2014,Ray County MO,29177.0,0,0,19249,HIV diagnoses
2013,Ray County MO,29177.0,,,,HIV diagnoses
2012,Ray County MO,29177.0,0,0,19228,HIV diagnoses
2011,Ray County MO,29177.0,0,0,19382,HIV diagnoses
2010,Ray County MO,29177.0,0,0,19422,HIV diagnoses
2009,Ray County MO,29177.0,,,,HIV diagnoses
2008,Ray County MO,29177.0,,,,HIV diagnoses
2018,Reagan County TX,48383.0,0,0,2937,HIV diagnoses
2017,Reagan County TX,48383.0,0,0,2880,HIV diagnoses
2016,Reagan County TX,48383.0,0,0,2908,HIV diagnoses
2015,Reagan County TX,48383.0,0,0,2992,HIV diagnoses
2014,Reagan County TX,48383.0,0,0,2969,HIV diagnoses
2013,Reagan County TX,48383.0,0,0,2853,HIV diagnoses
2012,Reagan County TX,48383.0,0,0,2757,HIV diagnoses
2011,Reagan County TX,48383.0,0,0,2679,HIV diagnoses
2010,Reagan County TX,48383.0,0,0,2631,HIV diagnoses
2009,Reagan County TX,48383.0,0,0,2323,HIV diagnoses
2008,Reagan County TX,48383.0,0,0,2336,HIV diagnoses
2018,Real County TX,48385.0,,,,HIV diagnoses
2017,Real County TX,48385.0,0,0,3013,HIV diagnoses
2016,Real County TX,48385.0,0,0,2980,HIV diagnoses
2015,Real County TX,48385.0,0,0,2899,HIV diagnoses
2014,Real County TX,48385.0,0,0,2943,HIV diagnoses
2013,Real County TX,48385.0,0,0,2922,HIV diagnoses
2012,Real County TX,48385.0,0,0,2947,HIV diagnoses
2011,Real County TX,48385.0,0,0,2998,HIV diagnoses
2010,Real County TX,48385.0,0,0,2901,HIV diagnoses
2009,Real County TX,48385.0,0,0,2518,HIV diagnoses
2008,Real County TX,48385.0,0,0,2515,HIV diagnoses
2018,Red Lake County MN,27125.0,,,,HIV diagnoses
2017,Red Lake County MN,27125.0,0,0,3326,HIV diagnoses
2016,Red Lake County MN,27125.0,0,0,3287,HIV diagnoses
2015,Red Lake County MN,27125.0,0,0,3308,HIV diagnoses
2014,Red Lake County MN,27125.0,0,0,3267,HIV diagnoses
2013,Red Lake County MN,27125.0,0,0,3300,HIV diagnoses
2012,Red Lake County MN,27125.0,0,0,3305,HIV diagnoses
2011,Red Lake County MN,27125.0,0,0,3341,HIV diagnoses
2010,Red Lake County MN,27125.0,0,0,3335,HIV diagnoses
2009,Red Lake County MN,27125.0,,,,HIV diagnoses
2008,Red Lake County MN,27125.0,0,0,3469,HIV diagnoses
2018,Red River County TX,48387.0,,,,HIV diagnoses
2017,Red River County TX,48387.0,0,0,10481,HIV diagnoses
2016,Red River County TX,48387.0,0,0,10478,HIV diagnoses
2015,Red River County TX,48387.0,,,,HIV diagnoses
2014,Red River County TX,48387.0,0,0,10648,HIV diagnoses
2013,Red River County TX,48387.0,0,0,10708,HIV diagnoses
2012,Red River County TX,48387.0,,,,HIV diagnoses
2011,Red River County TX,48387.0,0,0,10837,HIV diagnoses
2010,Red River County TX,48387.0,,,,HIV diagnoses
2009,Red River County TX,48387.0,0,0,10815,HIV diagnoses
2008,Red River County TX,48387.0,0,0,10970,HIV diagnoses
2018,Red River Parish LA,22081.0,,,,HIV diagnoses
2017,Red River Parish LA,22081.0,0,0,7066,HIV diagnoses
2016,Red River Parish LA,22081.0,,,,HIV diagnoses
2015,Red River Parish LA,22081.0,,,,HIV diagnoses
2014,Red River Parish LA,22081.0,,,,HIV diagnoses
2013,Red River Parish LA,22081.0,,,,HIV diagnoses
2012,Red River Parish LA,22081.0,,,,HIV diagnoses
2011,Red River Parish LA,22081.0,,,,HIV diagnoses
2010,Red River Parish LA,22081.0,0,0,7442,HIV diagnoses
2009,Red River Parish LA,22081.0,0,0,7262,HIV diagnoses
2008,Red River Parish LA,22081.0,,,,HIV diagnoses
2018,Red Willow County NE,31145.0,0,0,9054,HIV diagnoses
2017,Red Willow County NE,31145.0,0,0,9050,HIV diagnoses
2016,Red Willow County NE,31145.0,0,0,9088,HIV diagnoses
2015,Red Willow County NE,31145.0,0,0,9169,HIV diagnoses
2014,Red Willow County NE,31145.0,0,0,9160,HIV diagnoses
2013,Red Willow County NE,31145.0,0,0,9254,HIV diagnoses
2012,Red Willow County NE,31145.0,0,0,9237,HIV diagnoses
2011,Red Willow County NE,31145.0,0,0,9221,HIV diagnoses
2010,Red Willow County NE,31145.0,0,0,9260,HIV diagnoses
2009,Red Willow County NE,31145.0,0,0,8860,HIV diagnoses
2008,Red Willow County NE,31145.0,0,0,8834,HIV diagnoses
2018,Redwood County MN,27127.0,0,0,12561,HIV diagnoses
2017,Redwood County MN,27127.0,0,0,12574,HIV diagnoses
2016,Redwood County MN,27127.0,0,0,12577,HIV diagnoses
2015,Redwood County MN,27127.0,0,0,12754,HIV diagnoses
2014,Redwood County MN,27127.0,0,0,12822,HIV diagnoses
2013,Redwood County MN,27127.0,0,0,12938,HIV diagnoses
2012,Redwood County MN,27127.0,0,0,13030,HIV diagnoses
2011,Redwood County MN,27127.0,0,0,13161,HIV diagnoses
2010,Redwood County MN,27127.0,0,0,13211,HIV diagnoses
2009,Redwood County MN,27127.0,0,0,12772,HIV diagnoses
2008,Redwood County MN,27127.0,,,,HIV diagnoses
2018,Reeves County TX,48389.0,,,,HIV diagnoses
2017,Reeves County TX,48389.0,,,,HIV diagnoses
2016,Reeves County TX,48389.0,15,118.7,12634,HIV diagnoses
2015,Reeves County TX,48389.0,,,,HIV diagnoses
2014,Reeves County TX,48389.0,18,147.8,12179,HIV diagnoses
2013,Reeves County TX,48389.0,15,125.8,11922,HIV diagnoses
2012,Reeves County TX,48389.0,13,110.7,11744,HIV diagnoses
2011,Reeves County TX,48389.0,5,43.2,11580,HIV diagnoses
2010,Reeves County TX,48389.0,5,43.2,11574,HIV diagnoses
2009,Reeves County TX,48389.0,5,56,8924,HIV diagnoses
2008,Reeves County TX,48389.0,,,,HIV diagnoses
2018,Refugio County TX,48391.0,0,0,5885,HIV diagnoses
2017,Refugio County TX,48391.0,0,0,5980,HIV diagnoses
2016,Refugio County TX,48391.0,0,0,6007,HIV diagnoses
2015,Refugio County TX,48391.0,0,0,6070,HIV diagnoses
2014,Refugio County TX,48391.0,0,0,6121,HIV diagnoses
2013,Refugio County TX,48391.0,0,0,6080,HIV diagnoses
2012,Refugio County TX,48391.0,0,0,6061,HIV diagnoses
2011,Refugio County TX,48391.0,0,0,6123,HIV diagnoses
2010,Refugio County TX,48391.0,,,,HIV diagnoses
2009,Refugio County TX,48391.0,0,0,6021,HIV diagnoses
2008,Refugio County TX,48391.0,0,0,6095,HIV diagnoses
2018,Reno County KS,20155.0,,,,HIV diagnoses
2017,Reno County KS,20155.0,,,,HIV diagnoses
2016,Reno County KS,20155.0,,,,HIV diagnoses
2015,Reno County KS,20155.0,,,,HIV diagnoses
2014,Reno County KS,20155.0,,,,HIV diagnoses
2013,Reno County KS,20155.0,,,,HIV diagnoses
2012,Reno County KS,20155.0,0,0,53360,HIV diagnoses
2011,Reno County KS,20155.0,,,,HIV diagnoses
2010,Reno County KS,20155.0,0,0,53476,HIV diagnoses
2009,Reno County KS,20155.0,,,,HIV diagnoses
2008,Reno County KS,20155.0,,,,HIV diagnoses
2018,Rensselaer County NY,36083.0,6,4.4,137250,HIV diagnoses
2017,Rensselaer County NY,36083.0,8,5.8,137050,HIV diagnoses
2016,Rensselaer County NY,36083.0,9,6.6,136945,HIV diagnoses
2015,Rensselaer County NY,36083.0,6,4.4,136843,HIV diagnoses
2014,Rensselaer County NY,36083.0,9,6.6,136823,HIV diagnoses
2013,Rensselaer County NY,36083.0,9,6.6,136597,HIV diagnoses
2012,Rensselaer County NY,36083.0,9,6.6,136426,HIV diagnoses
2011,Rensselaer County NY,36083.0,9,6.6,136289,HIV diagnoses
2010,Rensselaer County NY,36083.0,14,10.3,135766,HIV diagnoses
2009,Rensselaer County NY,36083.0,10,7.5,132536,HIV diagnoses
2008,Rensselaer County NY,36083.0,14,10.6,132510,HIV diagnoses
2018,Renville County MN,27129.0,,,,HIV diagnoses
2017,Renville County MN,27129.0,0,0,12224,HIV diagnoses
2016,Renville County MN,27129.0,0,0,12223,HIV diagnoses
2015,Renville County MN,27129.0,0,0,12395,HIV diagnoses
2014,Renville County MN,27129.0,0,0,12531,HIV diagnoses
2013,Renville County MN,27129.0,0,0,12658,HIV diagnoses
2012,Renville County MN,27129.0,0,0,12837,HIV diagnoses
2011,Renville County MN,27129.0,0,0,12961,HIV diagnoses
2010,Renville County MN,27129.0,0,0,13165,HIV diagnoses
2009,Renville County MN,27129.0,0,0,13087,HIV diagnoses
2008,Renville County MN,27129.0,0,0,13212,HIV diagnoses
2018,Renville County ND,38075.0,0,0,1995,HIV diagnoses
2017,Renville County ND,38075.0,0,0,2053,HIV diagnoses
2016,Renville County ND,38075.0,0,0,2091,HIV diagnoses
2015,Renville County ND,38075.0,0,0,2117,HIV diagnoses
2014,Renville County ND,38075.0,0,0,2154,HIV diagnoses
2013,Renville County ND,38075.0,0,0,2184,HIV diagnoses
2012,Renville County ND,38075.0,0,0,2163,HIV diagnoses
2011,Renville County ND,38075.0,0,0,2123,HIV diagnoses
2010,Renville County ND,38075.0,0,0,2118,HIV diagnoses
2009,Renville County ND,38075.0,0,0,1913,HIV diagnoses
2008,Renville County ND,38075.0,0,0,1900,HIV diagnoses
2018,Republic County KS,20157.0,0,0,3976,HIV diagnoses
2017,Republic County KS,20157.0,0,0,3980,HIV diagnoses
2016,Republic County KS,20157.0,0,0,3999,HIV diagnoses
2015,Republic County KS,20157.0,,,,HIV diagnoses
2014,Republic County KS,20157.0,0,0,4096,HIV diagnoses
2013,Republic County KS,20157.0,0,0,4095,HIV diagnoses
2012,Republic County KS,20157.0,0,0,4165,HIV diagnoses
2011,Republic County KS,20157.0,0,0,4225,HIV diagnoses
2010,Republic County KS,20157.0,0,0,4285,HIV diagnoses
2009,Republic County KS,20157.0,0,0,4197,HIV diagnoses
2008,Republic County KS,20157.0,0,0,4237,HIV diagnoses
2018,Reynolds County MO,29179.0,0,0,5430,HIV diagnoses
2017,Reynolds County MO,29179.0,0,0,5427,HIV diagnoses
2016,Reynolds County MO,29179.0,0,0,5473,HIV diagnoses
2015,Reynolds County MO,29179.0,0,0,5418,HIV diagnoses
2014,Reynolds County MO,29179.0,0,0,5467,HIV diagnoses
2013,Reynolds County MO,29179.0,0,0,5499,HIV diagnoses
2012,Reynolds County MO,29179.0,0,0,5545,HIV diagnoses
2011,Reynolds County MO,29179.0,0,0,5550,HIV diagnoses
2010,Reynolds County MO,29179.0,0,0,5633,HIV diagnoses
2009,Reynolds County MO,29179.0,0,0,5311,HIV diagnoses
2008,Reynolds County MO,29179.0,0,0,5391,HIV diagnoses
2018,Rhea County TN,47143.0,,,,HIV diagnoses
2017,Rhea County TN,47143.0,,,,HIV diagnoses
2016,Rhea County TN,47143.0,0,0,27190,HIV diagnoses
2015,Rhea County TN,47143.0,0,0,27125,HIV diagnoses
2014,Rhea County TN,47143.0,,,,HIV diagnoses
2013,Rhea County TN,47143.0,0,0,27067,HIV diagnoses
2012,Rhea County TN,47143.0,,,,HIV diagnoses
2011,Rhea County TN,47143.0,0,0,26686,HIV diagnoses
2010,Rhea County TN,47143.0,,,,HIV diagnoses
2009,Rhea County TN,47143.0,0,0,26003,HIV diagnoses
2008,Rhea County TN,47143.0,0,0,25696,HIV diagnoses
2018,Rice County MN,27131.0,,,,HIV diagnoses
2017,Rice County MN,27131.0,0,0,55871,HIV diagnoses
2016,Rice County MN,27131.0,,,,HIV diagnoses
2015,Rice County MN,27131.0,,,,HIV diagnoses
2014,Rice County MN,27131.0,,,,HIV diagnoses
2013,Rice County MN,27131.0,0,0,54300,HIV diagnoses
2012,Rice County MN,27131.0,,,,HIV diagnoses
2011,Rice County MN,27131.0,0,0,53912,HIV diagnoses
2010,Rice County MN,27131.0,,,,HIV diagnoses
2009,Rice County MN,27131.0,6,11.5,52015,HIV diagnoses
2008,Rice County MN,27131.0,6,11.5,51955,HIV diagnoses
2018,Rice County KS,20159.0,0,0,7972,HIV diagnoses
2017,Rice County KS,20159.0,,,,HIV diagnoses
2016,Rice County KS,20159.0,0,0,8145,HIV diagnoses
2015,Rice County KS,20159.0,0,0,8230,HIV diagnoses
2014,Rice County KS,20159.0,0,0,8257,HIV diagnoses
2013,Rice County KS,20159.0,0,0,8280,HIV diagnoses
2012,Rice County KS,20159.0,0,0,8299,HIV diagnoses
2011,Rice County KS,20159.0,,,,HIV diagnoses
2010,Rice County KS,20159.0,0,0,8387,HIV diagnoses
2009,Rice County KS,20159.0,0,0,8417,HIV diagnoses
2008,Rice County KS,20159.0,0,0,8431,HIV diagnoses
2018,Rich County UT,49033.0,0,0,1942,HIV diagnoses
2017,Rich County UT,49033.0,0,0,1900,HIV diagnoses
2016,Rich County UT,49033.0,0,0,1827,HIV diagnoses
2015,Rich County UT,49033.0,0,0,1800,HIV diagnoses
2014,Rich County UT,49033.0,0,0,1786,HIV diagnoses
2013,Rich County UT,49033.0,0,0,1762,HIV diagnoses
2012,Rich County UT,49033.0,0,0,1726,HIV diagnoses
2011,Rich County UT,49033.0,0,0,1748,HIV diagnoses
2010,Rich County UT,49033.0,0,0,1729,HIV diagnoses
2009,Rich County UT,49033.0,0,0,1662,HIV diagnoses
2008,Rich County UT,49033.0,0,0,1671,HIV diagnoses
2018,Richardson County NE,31147.0,0,0,6744,HIV diagnoses
2017,Richardson County NE,31147.0,0,0,6770,HIV diagnoses
2016,Richardson County NE,31147.0,,,,HIV diagnoses
2015,Richardson County NE,31147.0,0,0,6805,HIV diagnoses
2014,Richardson County NE,31147.0,0,0,6897,HIV diagnoses
2013,Richardson County NE,31147.0,0,0,6966,HIV diagnoses
2012,Richardson County NE,31147.0,0,0,7065,HIV diagnoses
2011,Richardson County NE,31147.0,0,0,7097,HIV diagnoses
2010,Richardson County NE,31147.0,0,0,7142,HIV diagnoses
2009,Richardson County NE,31147.0,0,0,6908,HIV diagnoses
2008,Richardson County NE,31147.0,0,0,7020,HIV diagnoses
2018,Richland County SC,45079.0,99,28.2,350928,HIV diagnoses
2017,Richland County SC,45079.0,106,30.4,348195,HIV diagnoses
2016,Richland County SC,45079.0,118,34.1,345809,HIV diagnoses
2015,Richland County SC,45079.0,119,34.7,342802,HIV diagnoses
2014,Richland County SC,45079.0,128,37.9,337421,HIV diagnoses
2013,Richland County SC,45079.0,112,33.6,333785,HIV diagnoses
2012,Richland County SC,45079.0,134,40.6,329845,HIV diagnoses
2011,Richland County SC,45079.0,121,37.1,326197,HIV diagnoses
2010,Richland County SC,45079.0,136,42.1,322791,HIV diagnoses
2009,Richland County SC,45079.0,145,47,308314,HIV diagnoses
2008,Richland County SC,45079.0,132,43.4,303915,HIV diagnoses
2018,Richland County IL,17159.0,0,0,13103,HIV diagnoses
