Year,Geography,FIPS,Cases,Rate per 100000,Population,Indicator
2013,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Owsley County, KY",21189,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Owyhee County, ID",16073,0,0,"9,575",HIV diagnoses
2017,"Owyhee County, ID",16073,0,0,"9,484",HIV diagnoses
2016,"Owyhee County, ID",16073,0,0,"9,270",HIV diagnoses
2015,"Owyhee County, ID",16073,0,0,"9,180",HIV diagnoses
2014,"Owyhee County, ID",16073,0,0,"9,155",HIV diagnoses
2013,"Owyhee County, ID",16073,0,0,"9,177",HIV diagnoses
2012,"Owyhee County, ID",16073,0,0,"9,173",HIV diagnoses
2011,"Owyhee County, ID",16073,0,0,"9,094",HIV diagnoses
2010,"Owyhee County, ID",16073,0,0,"9,082",HIV diagnoses
2009,"Owyhee County, ID",16073,0,0,"8,963",HIV diagnoses
2008,"Owyhee County, ID",16073,0,0,"8,878",HIV diagnoses
2018,"Oxford County, ME",23017,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Oxford County, ME",23017,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Oxford County, ME",23017,0,0,"49,829",HIV diagnoses
2015,"Oxford County, ME",23017,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Oxford County, ME",23017,0,0,"49,712",HIV diagnoses
2013,"Oxford County, ME",23017,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Oxford County, ME",23017,0,0,"49,583",HIV diagnoses
2011,"Oxford County, ME",23017,0,0,"49,691",HIV diagnoses
2010,"Oxford County, ME",23017,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Oxford County, ME",23017,0,0,"48,195",HIV diagnoses
2008,"Oxford County, ME",23017,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Ozark County, MO",29153,0,0,"7,854",HIV diagnoses
2017,"Ozark County, MO",29153,0,0,"7,979",HIV diagnoses
2016,"Ozark County, MO",29153,0,0,"7,935",HIV diagnoses
2015,"Ozark County, MO",29153,0,0,"8,056",HIV diagnoses
2014,"Ozark County, MO",29153,0,0,"8,132",HIV diagnoses
2013,"Ozark County, MO",29153,0,0,"8,200",HIV diagnoses
2012,"Ozark County, MO",29153,0,0,"8,244",HIV diagnoses
2011,"Ozark County, MO",29153,0,0,"8,303",HIV diagnoses
2010,"Ozark County, MO",29153,0,0,"8,363",HIV diagnoses
2009,"Ozark County, MO",29153,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Ozark County, MO",29153,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Ozaukee County, WI",55089,0,0,"76,048",HIV diagnoses
2017,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Ozaukee County, WI",55089,0,0,"74,900",HIV diagnoses
2014,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Ozaukee County, WI",55089,0,0,"74,042",HIV diagnoses
2012,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Ozaukee County, WI",55089,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Pacific County, WA",53049,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Pacific County, WA",53049,0,0,"19,170",HIV diagnoses
2016,"Pacific County, WA",53049,0,0,"18,780",HIV diagnoses
2015,"Pacific County, WA",53049,0,0,"18,395",HIV diagnoses
2014,"Pacific County, WA",53049,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Pacific County, WA",53049,0,0,"17,955",HIV diagnoses
2012,"Pacific County, WA",53049,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Pacific County, WA",53049,0,0,"18,287",HIV diagnoses
2010,"Pacific County, WA",53049,0,0,"18,306",HIV diagnoses
2009,"Pacific County, WA",53049,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Pacific County, WA",53049,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Page County, VA",51139,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Page County, VA",51139,0,0,"20,414",HIV diagnoses
2016,"Page County, VA",51139,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Page County, VA",51139,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Page County, VA",51139,0,0,"20,357",HIV diagnoses
2013,"Page County, VA",51139,0,0,"20,303",HIV diagnoses
2012,"Page County, VA",51139,0,0,"20,363",HIV diagnoses
2011,"Page County, VA",51139,0,0,"20,378",HIV diagnoses
2010,"Page County, VA",51139,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Page County, VA",51139,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Page County, VA",51139,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Page County, IA",19145,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Page County, IA",19145,0,0,"13,220",HIV diagnoses
2016,"Page County, IA",19145,0,0,"13,237",HIV diagnoses
2015,"Page County, IA",19145,0,0,"13,314",HIV diagnoses
2014,"Page County, IA",19145,0,0,"13,357",HIV diagnoses
2013,"Page County, IA",19145,0,0,"13,317",HIV diagnoses
2012,"Page County, IA",19145,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Page County, IA",19145,0,0,"13,581",HIV diagnoses
2010,"Page County, IA",19145,0,0,"13,595",HIV diagnoses
2009,"Page County, IA",19145,0,0,"13,042",HIV diagnoses
2008,"Page County, IA",19145,0,0,"13,274",HIV diagnoses
2018,"Palm Beach County, FL",12099,290,22.6,"1,284,775",HIV diagnoses
2017,"Palm Beach County, FL",12099,288,22.7,"1,269,175",HIV diagnoses
2016,"Palm Beach County, FL",12099,285,22.8,"1,251,773",HIV diagnoses
2015,"Palm Beach County, FL",12099,275,22.4,"1,228,455",HIV diagnoses
2014,"Palm Beach County, FL",12099,312,25.9,"1,205,608",HIV diagnoses
2013,"Palm Beach County, FL",12099,319,26.9,"1,184,918",HIV diagnoses
2012,"Palm Beach County, FL",12099,259,22.2,"1,164,721",HIV diagnoses
2011,"Palm Beach County, FL",12099,312,27.2,"1,146,899",HIV diagnoses
2010,"Palm Beach County, FL",12099,311,27.4,"1,134,086",HIV diagnoses
2009,"Palm Beach County, FL",12099,340,31.3,"1,086,240",HIV diagnoses
2008,"Palm Beach County, FL",12099,428,39.7,"1,077,794",HIV diagnoses
2018,"Palo Alto County, IA",19147,0,0,"7,474",HIV diagnoses
2017,"Palo Alto County, IA",19147,0,0,"7,559",HIV diagnoses
2016,"Palo Alto County, IA",19147,0,0,"7,536",HIV diagnoses
2015,"Palo Alto County, IA",19147,0,0,"7,634",HIV diagnoses
2014,"Palo Alto County, IA",19147,0,0,"7,656",HIV diagnoses
2013,"Palo Alto County, IA",19147,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Palo Alto County, IA",19147,0,0,"7,767",HIV diagnoses
2011,"Palo Alto County, IA",19147,0,0,"7,833",HIV diagnoses
2010,"Palo Alto County, IA",19147,0,0,"7,908",HIV diagnoses
2009,"Palo Alto County, IA",19147,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Palo Alto County, IA",19147,0,0,"7,880",HIV diagnoses
2018,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Palo Pinto County, TX",48363,0,0,"23,426",HIV diagnoses
2015,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Palo Pinto County, TX",48363,0,0,"23,155",HIV diagnoses
2010,"Palo Pinto County, TX",48363,0,0,"23,095",HIV diagnoses
2009,"Palo Pinto County, TX",48363,0,0,"22,481",HIV diagnoses
2008,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Pamlico County, NC",37137,0,0,"11,378",HIV diagnoses
2017,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Pamlico County, NC",37137,0,0,"11,369",HIV diagnoses
2015,"Pamlico County, NC",37137,0,0,"11,345",HIV diagnoses
2014,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Pamlico County, NC",37137,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Panola County, MS",28107,7,24.9,"28,066",HIV diagnoses
2017,"Panola County, MS",28107,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Panola County, MS",28107,8,28.6,"28,002",HIV diagnoses
2015,"Panola County, MS",28107,5,17.9,"27,921",HIV diagnoses
2014,"Panola County, MS",28107,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Panola County, MS",28107,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Panola County, MS",28107,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Panola County, MS",28107,5,17.9,"27,903",HIV diagnoses
2010,"Panola County, MS",28107,7,25,"28,049",HIV diagnoses
2009,"Panola County, MS",28107,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Panola County, MS",28107,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Panola County, TX",48365,6,30.9,"19,391",HIV diagnoses
2016,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Panola County, TX",48365,0,0,"19,644",HIV diagnoses
2013,"Panola County, TX",48365,0,0,"19,642",HIV diagnoses
2012,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Panola County, TX",48365,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Panola County, TX",48365,0,0,"19,065",HIV diagnoses
2018,"Park County, WY",56029,0,0,"24,967",HIV diagnoses
2017,"Park County, WY",56029,0,0,"24,798",HIV diagnoses
2016,"Park County, WY",56029,0,0,"24,808",HIV diagnoses
2015,"Park County, WY",56029,0,0,"24,615",HIV diagnoses
2014,"Park County, WY",56029,0,0,"24,664",HIV diagnoses
2013,"Park County, WY",56029,0,0,"24,776",HIV diagnoses
2012,"Park County, WY",56029,0,0,"24,501",HIV diagnoses
2011,"Park County, WY",56029,0,0,"24,177",HIV diagnoses
2010,"Park County, WY",56029,0,0,"24,023",HIV diagnoses
2009,"Park County, WY",56029,0,0,"23,833",HIV diagnoses
2008,"Park County, WY",56029,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Park County, MT",30067,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Park County, MT",30067,0,0,"14,346",HIV diagnoses
2016,"Park County, MT",30067,0,0,"14,022",HIV diagnoses
2015,"Park County, MT",30067,0,0,"13,883",HIV diagnoses
2014,"Park County, MT",30067,0,0,"13,783",HIV diagnoses
2013,"Park County, MT",30067,0,0,"13,633",HIV diagnoses
2012,"Park County, MT",30067,0,0,"13,536",HIV diagnoses
2011,"Park County, MT",30067,0,0,"13,444",HIV diagnoses
2010,"Park County, MT",30067,0,0,"13,463",HIV diagnoses
2009,"Park County, MT",30067,0,0,"13,723",HIV diagnoses
2008,"Park County, MT",30067,0,0,"13,856",HIV diagnoses
2018,"Park County, CO",8093,0,0,"16,617",HIV diagnoses
2017,"Park County, CO",8093,0,0,"16,054",HIV diagnoses
2016,"Park County, CO",8093,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Park County, CO",8093,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Park County, CO",8093,0,0,"14,544",HIV diagnoses
2013,"Park County, CO",8093,0,0,"14,299",HIV diagnoses
2012,"Park County, CO",8093,0,0,"14,102",HIV diagnoses
2011,"Park County, CO",8093,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Park County, CO",8093,0,0,"14,121",HIV diagnoses
2009,"Park County, CO",8093,0,0,"14,546",HIV diagnoses
2008,"Park County, CO",8093,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Parke County, IN",18121,0,0,"14,286",HIV diagnoses
2015,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Parke County, IN",18121,0,0,"14,509",HIV diagnoses
2010,"Parke County, IN",18121,5,34,"14,685",HIV diagnoses
2009,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Parke County, IN",18121,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Parker County, TX",48367,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Parker County, TX",48367,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Parker County, TX",48367,7,6.6,"106,642",HIV diagnoses
2015,"Parker County, TX",48367,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Parker County, TX",48367,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Parker County, TX",48367,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Parker County, TX",48367,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Parker County, TX",48367,5,5.1,"97,751",HIV diagnoses
2010,"Parker County, TX",48367,6,6.2,"96,493",HIV diagnoses
2009,"Parker County, TX",48367,6,6.3,"94,520",HIV diagnoses
2008,"Parker County, TX",48367,6,6.5,"92,224",HIV diagnoses
2018,"Parmer County, TX",48369,0,0,"7,837",HIV diagnoses
2017,"Parmer County, TX",48369,0,0,"7,744",HIV diagnoses
2016,"Parmer County, TX",48369,0,0,"7,774",HIV diagnoses
2015,"Parmer County, TX",48369,0,0,"7,747",HIV diagnoses
2014,"Parmer County, TX",48369,0,0,"7,853",HIV diagnoses
2013,"Parmer County, TX",48369,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Parmer County, TX",48369,0,0,"7,995",HIV diagnoses
2011,"Parmer County, TX",48369,0,0,"8,005",HIV diagnoses
2010,"Parmer County, TX",48369,0,0,"7,968",HIV diagnoses
2009,"Parmer County, TX",48369,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Parmer County, TX",48369,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Pasco County, FL",12101,61,13.2,"462,148",HIV diagnoses
2017,"Pasco County, FL",12101,44,9.8,"449,475",HIV diagnoses
2016,"Pasco County, FL",12101,45,10.3,"436,556",HIV diagnoses
2015,"Pasco County, FL",12101,38,9,"423,713",HIV diagnoses
2014,"Pasco County, FL",12101,33,8,"413,909",HIV diagnoses
2013,"Pasco County, FL",12101,26,6.4,"405,698",HIV diagnoses
2012,"Pasco County, FL",12101,44,11,"400,832",HIV diagnoses
2011,"Pasco County, FL",12101,46,11.6,"397,579",HIV diagnoses
2010,"Pasco County, FL",12101,30,7.6,"395,740",HIV diagnoses
2009,"Pasco County, FL",12101,27,6.7,"400,454",HIV diagnoses
2008,"Pasco County, FL",12101,40,10.1,"397,211",HIV diagnoses
2018,"Pasquotank County, NC",37139,11,33,"33,306",HIV diagnoses
2017,"Pasquotank County, NC",37139,7,21.1,"33,118",HIV diagnoses
2016,"Pasquotank County, NC",37139,6,18.1,"33,078",HIV diagnoses
2015,"Pasquotank County, NC",37139,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Pasquotank County, NC",37139,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Pasquotank County, NC",37139,10,30.2,"33,166",HIV diagnoses
2012,"Pasquotank County, NC",37139,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Pasquotank County, NC",37139,6,17.8,"33,693",HIV diagnoses
2010,"Pasquotank County, NC",37139,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Pasquotank County, NC",37139,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Pasquotank County, NC",37139,9,26.3,"34,205",HIV diagnoses
2018,"Passaic County, NJ",34031,79,19,"416,513",HIV diagnoses
2017,"Passaic County, NJ",34031,54,13,"416,522",HIV diagnoses
2016,"Passaic County, NJ",34031,84,20.2,"416,341",HIV diagnoses
2015,"Passaic County, NJ",34031,77,18.5,"416,787",HIV diagnoses
2014,"Passaic County, NJ",34031,97,23.3,"416,444",HIV diagnoses
2013,"Passaic County, NJ",34031,79,19,"415,740",HIV diagnoses
2012,"Passaic County, NJ",34031,83,20,"414,794",HIV diagnoses
2011,"Passaic County, NJ",34031,84,20.3,"414,145",HIV diagnoses
2010,"Passaic County, NJ",34031,91,22,"412,986",HIV diagnoses
2009,"Passaic County, NJ",34031,99,24.7,"400,070",HIV diagnoses
2008,"Passaic County, NJ",34031,90,22.6,"397,471",HIV diagnoses
2018,"Patrick County, VA",51141,0,0,"15,520",HIV diagnoses
2017,"Patrick County, VA",51141,0,0,"15,548",HIV diagnoses
2016,"Patrick County, VA",51141,0,0,"15,597",HIV diagnoses
2015,"Patrick County, VA",51141,0,0,"15,736",HIV diagnoses
2014,"Patrick County, VA",51141,0,0,"15,903",HIV diagnoses
2013,"Patrick County, VA",51141,0,0,"15,907",HIV diagnoses
2012,"Patrick County, VA",51141,0,0,"15,948",HIV diagnoses
2011,"Patrick County, VA",51141,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Patrick County, VA",51141,0,0,"15,984",HIV diagnoses
2009,"Patrick County, VA",51141,0,0,"16,221",HIV diagnoses
2008,"Patrick County, VA",51141,0,0,"16,245",HIV diagnoses
2018,"Paulding County, OH",39125,0,0,"15,720",HIV diagnoses
2017,"Paulding County, OH",39125,0,0,"15,741",HIV diagnoses
2016,"Paulding County, OH",39125,0,0,"15,710",HIV diagnoses
2015,"Paulding County, OH",39125,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Paulding County, OH",39125,0,0,"15,768",HIV diagnoses
2013,"Paulding County, OH",39125,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Paulding County, OH",39125,0,0,"15,914",HIV diagnoses
2011,"Paulding County, OH",39125,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Paulding County, OH",39125,0,0,"16,064",HIV diagnoses
2009,"Paulding County, OH",39125,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Paulding County, OH",39125,0,0,"15,896",HIV diagnoses
2018,"Paulding County, GA",13223,10,7.4,"134,355",HIV diagnoses
2017,"Paulding County, GA",13223,14,10.8,"130,160",HIV diagnoses
2016,"Paulding County, GA",13223,11,8.7,"126,360",HIV diagnoses
2015,"Paulding County, GA",13223,9,7.3,"122,765",HIV diagnoses
2014,"Paulding County, GA",13223,7,5.9,"119,541",HIV diagnoses
2013,"Paulding County, GA",13223,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Paulding County, GA",13223,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Paulding County, GA",13223,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Paulding County, GA",13223,5,4.5,"111,785",HIV diagnoses
2009,"Paulding County, GA",13223,0,0,"106,533",HIV diagnoses
