Drugs,Reasons,Reviews,Date Posted,Ratings,Source
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Male. 20 years old. Got tested on July 2015 and the results were positive. Started meds on late Septmeber 2015. I had the meds early September but I was so scared to take them because of the side effects. When I started the meds I didn't have any side effect. At night when I was sleeping my ear was hurting so much because I have otitis media and I think my ear reacted to this meds like this. Anyways, beside that I HAVEN'T GOT ANY SIDE EFFECT!! THANKS GOD. I haven't had any headache, diahrrea, dizzyness or vomiting. I'm so happy I haven't got anything just the ear pain. Remember, the side effects is always different in each person. Also, try to take this med with multivitamins. I feel a little bit better and less tired.",2015-09-29,10.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I started to take complera 1 year ago when viral load was 1700 a d cd4 490. and I had immediately some side effects like a lot of gas some headache and diarrhea. But they stopped 1 month after taking pills after 2 months of this medication I started to feel like losing balance a bjt depressed and a bit dizzy as well. I got tested with a ct brain radiography and it was negative thank god. Then I got tested with cognitive exams and everything is good. So I suppose it must be complera. At the moment my viral load is undetectable and cd4 are 743.,2015-09-24,6.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): 3 month into taking meds. No side effects. So far so good. I feel great. Had a time adjusting to taking med every single day. Haven't skipped any days. I take 2 hours before or after my set time. Found out I was positive feb. 11th. Started med June 1st.  Undetectable after 2 month. I'm thankful for complera. I was terrified about taking meds cause of side effects. But I've had none.,2015-08-08,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Was exposed to HIV by irresponsible person. I was given Truvada and Isentress and I never recommend the latter to anyone because it was terrible. My doctor changed my med and gave my Complera.it worked fine for me, no side affects except for sore throat. I recommend it, it is the best med for PEP and obviously after reading the reviews for HIC treatment.",2015-06-30,,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I hate to scare people but I was one of the unlucky few that had depression and suicidal thoughts on this. It took about 4 days to notice any change but when it came it hit me like a brick wall. I felt fuzzy and severely depressed, even more so when I got my diagnosis. I couldnt help squinting my eyes for some reason I felt far away and distant and very, very down. Prior to this I was upbeat and positive about starting meds. I told my doc and he weaned me off by giving me 2 pills of Truvada and I felt a difference the very next day. I plan to start Stribild soon as it is not known to have any major psychiatric side effects. I wouldn't recommend for anyone with a history or depression or mental illness. Wish me luck!",2015-04-15,1.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Apart from gas and drowsiness, I don't feel anything bad. ",2015-03-26,8.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): 63, 5'10, 145 married male, 26 year leukemia survivor. 

Did not see a physician for first 3 years out of shame, fear and denial. Still heavily rejected/feared by what I consider to be ignorant ex-family & ex-acquaintances. Way past all that now.  Hetero transmission. 

10 difficult years with several threatening events; related streptococcus pneumonia, with 9 week on/off in ICU till diagnosed with strep throat; brain stem stroke; left lung pneumonia. IV Levofloxacin/Levaquin, oral dose for 30 months.  

Atripla co-pay of $125 for 3 months (x2).  Doc suggested Complera to combat borderline AIDS lab #'s.  Similar side effect of very explicit dreaming, mostly pleasant, some daytime fatigue.  $0 with Gilead Co-pay card else $125. for 3 

UNDETECTABLE!",2015-03-15,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Was diagnosed with HIV Sept. 2014. Began Complera a month later and three weeks later, my viral load was undetectable. In addition, I've suffered little if no side-effects. I'm a 48 year old, white male. As this is the only HIV medicine I've ever known and have noticed nothing different in terms of body changes or flatulence, or whatever, I'd give Complera two thumbs up--good luck, everybody.",2015-02-25,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I am 30 years old, diagnosed on January 7th 2014 I didn't need to take any medication when I first found out, in fact I went months without starting medication. My doctor said I may have been able to go years without any medication because my health and immune were managing it on its own. I'm very fit,active, and eat healthy. I decided to start Complera as a preventative. I did not want my health to get out of hand and I didn't want to be more susceptible to other illnesses. My experience has been fine. I started meds on June 1st the first week or few days it did make my stomach upset, dizzy sometimes but only after taking it not just randomly.  But now it's just like a daily pill that I don't even notice.  I'm happy and healthy.",2014-10-31,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Began Complera May 2013 after having been on Atripla. Positive since 1992. Both medicines have kept my viral load undetectable and T-cells above 700. Both have their side effects; but for now I'm sticking with Complera. I take Complera after dinner; hours before sleep (to help as much with insomnia. Doctor has prescribed Ambien). The side effects of Complera I hope work themselves out overnight. As for gas and bloating I have a glass of Metamucil every morning. And each day I live with a positive attitude, or as normal as possible!",2014-10-02,8.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): A year in on Complera and feeling extreme fatigue and 3 times a day I become dizzy, that I have to sit and wait for the dizziness to go away. I express this to my doctor and he assured me it was the medicine. Now I am experiencing tingling, numbness in my hand's and feet. My balance is unbalanced. Not to scare anyone. I have been positive for 2 decades and started treatment a year ago. I hear a lot of news about doctor's saying it may be low B12 vitamin. However, I know for sure what is the cause, the Complera. I never felt these effect's before in my life till now!",2014-07-22,7.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I am two months now on it after switching from a 3 pill a day combo. The first 3 weeks it was a horrible experience with stomach bloating gas and wind. It triggered my depression as well. Week 4 the symptoms started eliminating. 8 weeks now on and everything is back to normal except from being more happy having to take just one small pill a day. The blood tests couldnt be better with  an undetectable VL and a good CD4 count.,2014-07-18,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): A year in on this med and feeling extreme fatigue. When I say extreme fatigue, I mean exhausted and out of breath. Not sure what and when will it go away!",2014-07-10,10.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I have been hiv-positive for over 20 years switch to complera have very little side effects viral load is undetectable CD4 is over 800 doing very well thank God God blessings to everyone being courage,2017-08-15,9.0,drugs.com
